Country,CountryCode,Year,PrimaryEnrol_3,NatIncome_5,IncomeCapita_7,AgriLand_9,AirFreight_14,AirPassengers_15,PriceIndex_24,HlthExCapita_33,DepIntRate_35,kWhCapita_45,GDP_65,GDPCapita_67,Inflation_83,Labor_89,LandArea_90,LenIntRate_91,MfgValGDP_96,Population_110,ServicesAdd_130,TaxGDP%_135,Developed,Global North/South
Japan,JPN,2005,,3.74E+12,"29,305","46,920","8,549","102,279,015",100.41,"2,883.30",0.27,"8,539","4,831,470,000,000","37,813",-0.28,"66,523,715","364,500",1.68,21.42,"127,773,000",69.47,,1,Global North
Japan,JPN,2006,,3.57E+12,"27,915","46,710","8,480","102,845,319",100.66,"2,754.38",0.68,"8,542","4,601,660,000,000","35,992",0.25,"66,676,252","364,500",1.66,21.4,"127,854,000",69.45,,1,Global North
Japan,JPN,2007,,3.56E+12,"27,825","46,500","8,435","99,842,338",100.72,"2,772.70",0.81,"8,710","4,579,750,000,000","35,779",0.06,"66,797,261","364,500",1.88,21.88,"128,001,000",69.56,,1,Global North
Japan,JPN,2008,,3.90E+12,"30,433","46,280","8,173","97,022,471",102.12,"3,213.70",0.59,"8,270","5,106,680,000,000","39,876",1.38,"66,632,288","364,500",1.91,21.27,"128,063,000",70.26,,1,Global North
Japan,JPN,2009,,3.98E+12,"31,116","46,090","10,486","86,896,527",100.73,"3,686.15",0.43,"8,020","5,289,490,000,000","41,309",-1.35,"66,347,900","364,500",1.72,19.05,"128,047,000",71.91,,1,Global North
Japan,JPN,2010,,4.41E+12,"34,466","45,930","7,699","109,617,021",100,"4,060.49",0.5,"8,595","5,759,070,000,000","44,968",-0.73,"66,113,861","364,500",1.6,20.77,"128,070,000",70.54,,1,Global North
Japan,JPN,2011,,4.78E+12,"37,400","45,610","6,546","89,788,818",99.73,"5,087.36",0.46,"8,100","6,233,150,000,000","48,760",-0.27,"65,662,929","364,500",1.5,19.54,"127,833,000",71.69,,1,Global North
Japan,JPN,2012,,4.84E+12,"37,913","45,490","7,046","98,907,859",99.68,"5,212.18",0.48,"7,998","6,272,360,000,000","49,145",-0.04,"65,340,443","364,500",1.41,19.67,"127,629,000",71.75,,1,Global North
Japan,JPN,2013,,4.07E+12,"31,911","45,380","7,716","107,573,000",100.02,"4,336.11",0.54,"7,989","5,212,330,000,000","40,899",0.34,"65,624,762","364,500",1.3,19.33,"127,445,000",71.62,,1,Global North
Japan,JPN,2014,,3.83E+12,"30,074","45,180","8,662","110,547,000",102.78,"4,099.28",0.42,"7,820","4,896,990,000,000","38,475",2.76,"65,712,094","364,500",1.22,19.59,"127,276,000",70.88,,1,Global North
Japan,JPN,2015,,3.50E+12,"27,546","44,960","8,662","114,128,000",103.59,"3,733.38",0.41,,"4,444,930,000,000","34,961",0.8,"65,933,194","364,500",1.14,20.46,"127,141,000",69.8,,1,Global North
Japan,JPN,2016,,3.91E+12,"30,787","44,710","9,361","117,708,000",103.46,"4,174.42",0.3,,"5,003,680,000,000","39,375",-0.13,"66,398,969","364,500",1.04,20.29,"127,076,000",69.89,,1,Global North
Japan,JPN,2017,,3.88E+12,"30,560","44,440","10,685","123,898,000",103.96,"4,121.04",0.32,,"4,930,840,000,000","38,834",0.48,"66,974,294","364,500",0.99,20.44,"126,972,000",69.54,,1,Global North
Japan,JPN,2018,,3.94E+12,"31,071","44,200","9,421","126,387,527",104.99,"4,256.10",,,"5,037,840,000,000","39,727",0.99,"68,086,649","364,500",,20.62,"126,811,000",69.43,,1,Global North
Japan,JPN,2019,,4.01E+12,"31,688","43,970","8,919","130,233,352",105.48,"4,360.47",,,"5,123,320,000,000","40,458",0.47,"68,751,774","364,500",,20.06,"126,633,000",69.42,,1,Global North
Japan,JPN,2020,,3.94E+12,"31,210","43,720","7,842","51,131,122",105.46,,,,"5,040,110,000,000","39,918",-0.02,"68,536,863","364,500",,19.75,"126,261,000",69.47,,1,Global North
Japan,JPN,2021,,,,,,,105.21,,,,"4,937,420,000,000","39,285",-0.23,"68,220,979",,,,"125,681,593",,,1,Global North
Malaysia,MYS,1972,87.76,"3,018,095,696",267,"40,800",16,"1,015,600",24.5,,5,347,"5,043,268,549",445,3.23,,"328,550",8.87,14.67,"11,324,277",,,1,Global South
Malaysia,MYS,1973,,"4,152,476,899",358,"41,609",8,"1,864,400",27.09,,5.42,375,"7,662,996,767",661,10.56,,"328,550",9.86,16.7,"11,592,638",,,1,Global South
Malaysia,MYS,1974,,"6,050,321,864",510,"42,215",19,"2,331,900",31.78,,6.38,400,"9,496,074,114",800,17.33,,"328,550",11.23,18.72,"11,871,102",,,1,Global South
Malaysia,MYS,1975,,"5,537,629,096",455,"43,541",27,"2,503,600",33.21,,5.71,430,"9,298,800,799",765,4.49,,"328,550",10.25,18.72,"12,162,189",,,1,Global South
Malaysia,MYS,1976,,"6,597,512,378",529,"44,396",33,"2,671,000",34.08,,5.5,467,"11,050,125,905",886,2.63,,"328,550",10.03,19.7,"12,468,688",,,1,Global South
Malaysia,MYS,1977,,"7,713,269,404",603,"45,707",45,"2,864,700",35.71,,5.21,531,"13,139,397,879","1,027",4.79,,"328,550",9.47,20.43,"12,790,313",,,1,Global South
Malaysia,MYS,1978,,"10,179,205,895",776,"47,300",82,"3,096,000",37.45,,5.04,561,"16,358,376,511","1,247",4.86,,"328,550",9.34,20.18,"13,122,833",,,1,Global South
Malaysia,MYS,1979,,"11,319,598,214",841,"48,391",69,"3,489,500",38.82,,5.5,618,"21,213,672,089","1,576",3.65,,"328,550",9.43,20.6,"13,460,035",,,1,Global South
Malaysia,MYS,1980,,"13,344,899,006",967,"49,170",110,"4,516,400",41.41,,6.23,659,"24,488,033,442","1,775",6.67,,"328,550",10.13,21.95,"13,798,094",,,1,Global South
Malaysia,MYS,1981,,"15,817,915,848","1,119","50,448",130,"5,347,700",45.43,,9.68,689,"25,004,557,094","1,769",9.7,,"328,550",11.89,21.3,"14,134,060",,,1,Global South
Malaysia,MYS,1982,,"14,714,832,656","1,017","51,078",141,"5,241,700",48.07,,9.75,729,"26,804,401,816","1,852",5.82,,"328,550",12.4,19.4,"14,471,215",,,1,Global South
Malaysia,MYS,1983,,"16,812,739,540","1,135","52,054",163,"5,360,900",49.85,,8.02,768,"30,346,788,438","2,048",3.7,,"328,550",11.78,19.53,"14,819,430",,,1,Global South
Malaysia,MYS,1984,,"21,152,930,042","1,392","52,161",193,"5,685,400",51.79,,9.5,816,"33,943,505,718","2,234",3.9,,"328,550",12.21,19.66,"15,192,300",,,1,Global South
Malaysia,MYS,1985,,"18,662,716,665","1,196","54,158",201,"5,687,000",51.97,,8.81,843,"31,200,161,095","2,000",0.35,,"328,550",12.55,19.67,"15,598,924",,,1,Global South
Malaysia,MYS,1986,,"15,278,259,042",952,"57,199",259,"6,310,500",52.36,,7.08,884,"27,734,562,640","1,729",0.74,,"328,550",12.24,19.68,"16,043,736",,,1,Global South
Malaysia,MYS,1987,,"16,659,036,491","1,008","60,734",343,"7,396,100",52.51,,3,924,"32,181,695,507","1,948",0.29,,"328,550",10.36,19.8,"16,522,004",42.68,,1,Global South
Malaysia,MYS,1988,,"19,678,168,032","1,156","63,838",373,"7,683,600",53.85,,3.29,997,"35,271,880,250","2,072",2.56,,"328,550",9.3,21.82,"17,022,470",42.15,,1,Global South
Malaysia,MYS,1989,,"21,037,607,338","1,200","67,217",404,"8,694,600",55.36,,4.56,"1,076","38,848,567,631","2,216",2.81,,"328,550",8.9,23.8,"17,528,961",44.05,,1,Global South
Malaysia,MYS,1990,,"25,475,217,706","1,413","67,566",574,"10,241,500",56.81,,5.72,"1,157","44,024,178,343","2,442",2.62,"7,089,928","328,550",8.79,24.22,"18,029,824",44.19,,1,Global South
Malaysia,MYS,1991,,"29,940,934,600","1,617","67,945",714,"11,837,400",59.29,,7.11,"1,266","49,143,148,094","2,654",4.36,"7,297,079","328,550",9.35,25.55,"18,519,941",44.82,,1,Global South
Malaysia,MYS,1992,,"36,046,329,246","1,897","68,065",764,"12,756,900",62.12,,7.94,"1,419","59,167,550,163","3,114",4.77,"7,660,178","328,550",10.16,25.82,"19,002,660",45.66,,1,Global South
Malaysia,MYS,1993,,"42,636,325,041","2,188","68,914",678,"13,101,300",64.31,,7.03,"1,534","66,894,837,030","3,433",3.54,"7,961,007","328,550",10.03,25.93,"19,484,901",47.97,,1,Global South
Malaysia,MYS,1994,97.25,"48,352,628,385","2,420","69,909",797,"14,249,800",66.71,,4.89,"1,785","74,478,356,958","3,728",3.72,"8,091,160","328,550",8.76,26.64,"19,977,508",47.94,,1,Global South
Malaysia,MYS,1995,,"58,278,619,617","2,845","69,660","1,199","15,417,800",69.01,,5.93,"2,005","88,705,342,903","4,330",3.45,"8,225,692","328,550",8.73,26.38,"20,487,604",47.88,,1,Global South
Malaysia,MYS,1996,,"66,560,936,148","3,167","69,611","1,415","15,117,600",71.42,,7.09,"2,188","100,855,000,000","4,799",3.49,"8,692,919","328,550",9.94,27.84,"21,017,619",47.9,19.38,1,Global South
Malaysia,MYS,1997,,"65,974,167,246","3,060","69,587","1,426","15,591,600",73.32,,7.78,"2,472","100,005,000,000","4,638",2.66,"8,880,338","328,550",10.63,28.38,"21,562,790",48.24,19.75,1,Global South
Malaysia,MYS,1998,95.78,"44,246,366,296","2,001","69,447","1,376","13,654,400",77.18,,8.51,"2,525","72,167,498,981","3,263",5.27,"8,993,055","328,550",12.13,28.78,"22,114,647",48.97,16.73,1,Global South
Malaysia,MYS,1999,95.62,"48,387,895,664","2,135","69,471","1,425","14,984,600",79.3,,4.12,"2,648","79,148,421,053","3,493",2.74,"9,272,180","328,550",8.56,30.94,"22,661,293",47.88,14.09,1,Global South
Malaysia,MYS,2000,98.41,"57,979,269,032","2,500","69,387","1,864","16,560,793",80.52,110.75,3.36,"2,747","93,789,736,842","4,044",1.53,"9,685,225","328,550",7.67,30.86,"23,194,252",46.3,13.67,1,Global South
Malaysia,MYS,2001,97.81,"59,254,405,687","2,499","69,470","1,775","16,107,156",81.66,114.03,3.37,"2,758","92,783,947,368","3,913",1.42,"9,940,132","328,550",7.13,29.34,"23,709,115",49.17,17.79,1,Global South
Malaysia,MYS,2002,96.59,"66,243,561,454","2,736","70,375","1,924","16,281,275",83.14,121.08,3.21,"2,821","100,846,000,000","4,166",1.81,"10,143,871","328,550",6.53,29.25,"24,208,391",48.7,17.45,1,Global South
Malaysia,MYS,2003,97.09,"71,904,277,682","2,911","71,162","2,179","16,704,600",84.04,142.1,3.07,"2,915","110,202,000,000","4,462",1.09,"10,587,608","328,550",6.3,29.93,"24,698,821",46.71,15.5,1,Global South
Malaysia,MYS,2004,99.38,"83,749,512,591","3,325","71,317","2,599","19,226,564",85.24,154.27,3,"2,984","124,749,000,000","4,952",1.42,"10,756,180","328,550",6.05,30.38,"25,190,647",44.55,15.2,1,Global South
Malaysia,MYS,2005,99.59,"96,615,840,668","3,761","71,344","2,578","20,369,086",87.77,163.1,3,"2,874","143,534,000,000","5,587",2.98,"10,880,378","328,550",5.95,27.55,"25,690,615",44.2,14.83,1,Global South
Malaysia,MYS,2006,95.41,"111,514,000,000","4,256","70,752","2,597","17,833,364",90.94,202.2,3.15,"3,066","162,691,000,000","6,209",3.61,"11,202,266","328,550",6.49,27.57,"26,201,954",43.93,14.52,1,Global South
Malaysia,MYS,2007,95.11,"135,090,000,000","5,056","71,072","2,662","21,325,754",92.78,232.96,3.17,"3,273","193,548,000,000","7,243",2.03,"11,444,489","328,550",6.41,26.12,"26,720,367",44.52,14.3,1,Global South
Malaysia,MYS,2008,95.07,"159,939,000,000","5,872","71,504","2,444","22,420,870",97.83,266.91,3.13,"3,286","230,814,000,000","8,475",5.44,"11,635,135","328,550",6.08,24.56,"27,236,003",43.95,14.66,1,Global South
Malaysia,MYS,2009,95.87,"143,508,000,000","5,174","72,200","2,853","23,766,316",98.4,249.1,2.08,"3,942","202,258,000,000","7,292",0.58,"11,983,964","328,550",5.08,23.8,"27,735,038",48.84,14.94,1,Global South
Malaysia,MYS,2010,96.23,"180,170,000,000","6,387","73,893","2,565","34,239,014",100,290.18,2.5,"4,146","255,017,000,000","9,041",1.62,"12,267,636","328,550",5,23.43,"28,208,028",48.48,13.33,1,Global South
Malaysia,MYS,2011,,"214,787,000,000","7,497","75,306","2,193","38,218,609",103.17,349.59,2.91,"4,103","297,952,000,000","10,399",3.17,"12,808,347","328,550",4.92,23.32,"28,650,962",47.77,14.79,1,Global South
Malaysia,MYS,2012,98.54,"222,868,000,000","7,667","78,292","1,944","39,165,195",104.89,379.37,2.98,"4,339","314,443,000,000","10,817",1.66,"13,338,673","328,550",4.79,23.14,"29,068,189",49.02,15.61,1,Global South
Malaysia,MYS,2013,99.66,"229,872,000,000","7,800","80,593","2,162","47,995,842",107.1,390.83,2.97,"4,520","323,277,000,000","10,970",2.11,"13,944,247","328,550",4.65,22.84,"29,468,923",49.94,15.31,1,Global South
Malaysia,MYS,2014,99.89,"237,327,000,000","7,946","80,890","2,193","49,673,884",110.46,425.95,3.05,"4,652","338,062,000,000","11,319",3.14,"14,286,287","328,550",4.59,22.87,"29,866,606",50.12,14.84,1,Global South
Malaysia,MYS,2015,99.52,"214,321,000,000","7,080","85,700","2,006","50,345,820",112.79,380.11,3.13,,"301,355,000,000","9,955",2.1,"14,617,015","328,550",4.57,22.29,"30,270,965",52.01,14.06,1,Global South
Malaysia,MYS,2016,,"216,051,000,000","7,041","85,710","1,150","53,817,353",115.15,361.85,3.03,,"301,255,000,000","9,818",2.09,"14,858,273","328,550",4.53,21.8,"30,684,652",52.53,13.55,1,Global South
Malaysia,MYS,2017,,"224,552,000,000","7,219","85,710","1,455","58,711,937",119.61,380.02,2.92,,"319,112,000,000","10,259",3.87,"15,154,997","328,550",4.61,21.85,"31,104,655",51.88,12.95,1,Global South
Malaysia,MYS,2018,,"245,796,000,000","7,796","85,710","1,359","60,481,772",120.66,426.47,3.14,,"358,792,000,000","11,380",0.88,"15,523,126","328,550",4.93,21.53,"31,528,033",52.99,12.02,1,Global South
Malaysia,MYS,2019,,"257,059,000,000","8,046","85,710","1,379","63,623,130",121.46,436.61,2.98,,"365,276,000,000","11,433",0.66,"15,885,303","328,550",4.88,21.4,"31,949,789",54.17,11.93,1,Global South
Malaysia,MYS,2020,,"241,603,000,000","7,465","85,710",817,"15,893,988",120.08,,1.95,,"337,006,000,000","10,412",-1.14,"16,085,580","328,550",3.94,22.28,"32,365,998",54.77,10.9,1,Global South
Malaysia,MYS,2021,,,,,,,123.05,,1.56,,"372,701,000,000","11,371",2.48,"16,277,252",,3.44,23.49,"32,776,195",51.55,,1,Global South
New Zealand,NZL,1972,99.9,"8,356,409,381","2,878","160,610",49,"2,084,300",8.54,,,"5,307","9,567,331,065","3,295",6.93,,"263,310",,24.33,"2,903,900",51.21,24.47,1,Global North
New Zealand,NZL,1973,99.5,"11,196,368,554","3,781","160,220",69,"2,544,400",9.23,,,"5,526","12,802,281,898","4,323",8.17,,"263,310",,24.04,"2,961,300",52.67,26.05,1,Global North
New Zealand,NZL,1974,99.44,"11,997,838,534","3,968","159,990",110,"2,961,300",10.26,,,"5,462","13,940,981,798","4,611",11.11,,"263,310",,25.7,"3,023,700",54.05,28.36,1,Global North
New Zealand,NZL,1975,99.56,"10,577,950,674","3,431","163,790",115,"3,047,400",11.77,,,"5,795","12,861,983,284","4,172",14.68,,"263,310",,23.26,"3,083,100",54.46,27.98,1,Global North
New Zealand,NZL,1976,99.66,"11,052,533,995","3,553","167,150",137,"3,023,200",13.76,,,"6,095","13,604,832,424","4,374",16.91,,"263,310",,24.65,"3,110,500",52.65,27.56,1,Global North
New Zealand,NZL,1977,99.58,"12,391,981,253","3,972","166,110",141,"3,198,500",15.74,,,"6,150","15,446,825,318","4,951",14.38,,"263,310",,24.92,"3,120,200",53.76,29.6,1,Global North
New Zealand,NZL,1978,99.44,"14,852,479,700","4,759","167,970",164,"3,399,500",17.62,,,"6,151","18,530,518,395","5,937",11.96,,"263,310",,25.19,"3,121,200",54.81,28.21,1,Global North
New Zealand,NZL,1979,99.42,"16,708,382,058","5,374","166,840",176,"3,807,300",20.03,,,"6,180","20,731,243,113","6,668",13.7,,"263,310",,24.88,"3,109,000",52.78,29.16,1,Global North
New Zealand,NZL,1980,99.47,"18,879,783,728","6,065","168,070",186,"3,497,500",23.47,,,"6,344","23,244,547,385","7,467",17.15,,"263,310",,24.86,"3,112,900",54.34,29.32,1,Global North
New Zealand,NZL,1981,99.32,"19,862,836,231","6,356","173,320",200,"3,316,100",27.07,,,"6,497","24,417,617,184","7,814",15.37,,"263,310",,26.04,"3,124,900",54.11,30.05,1,Global North
New Zealand,NZL,1982,99.21,"19,518,314,825","6,184","167,290",221,"3,073,900",31.45,,,"6,872","24,164,603,059","7,656",16.16,,"263,310",,26.62,"3,156,100",54.64,30.51,1,Global North
New Zealand,NZL,1983,98.83,"19,537,751,753","6,107","167,300",263,"3,222,000",33.76,,,"7,299","24,309,279,706","7,598",7.34,,"263,310",,25.88,"3,199,300",55.22,28.31,1,Global North
New Zealand,NZL,1984,99.51,"17,109,922,484","5,302","165,790",288,"3,764,900",35.84,,,"7,513","21,665,975,319","6,714",6.17,,"263,310",,25.75,"3,227,100",54.23,28.66,1,Global North
New Zealand,NZL,1985,99.58,"19,235,580,520","5,924","164,460",305,"4,158,600",41.37,,,"7,556","24,679,795,396","7,601",15.42,,"263,310",,23.13,"3,247,100",57.69,29.69,1,Global North
New Zealand,NZL,1986,99.76,"24,252,342,695","7,471","165,090",319,"4,527,300",46.83,,,"7,875","30,604,668,357","9,428",13.21,,"263,310",,21.41,"3,246,300",58.78,30.18,1,Global North
New Zealand,NZL,1987,99.86,"32,181,567,351","9,828","164,700",335,"4,812,300",54.21,,,"7,901","40,376,354,070","12,331",15.74,,"263,310",,19.39,"3,274,400",58.32,33.25,1,Global North
New Zealand,NZL,1988,99.89,"36,691,840,010","11,175","163,350",320,"5,093,600",57.66,,,"8,133","45,176,811,594","13,759",6.38,,"263,310",,18.74,"3,283,400",59.84,32.7,1,Global North
New Zealand,NZL,1989,99.83,"35,532,132,185","10,770","162,560",317,"5,723,500",60.96,,,"8,465","43,920,222,525","13,312",5.72,,"263,310",,18.62,"3,299,200",58.59,,1,Global North
New Zealand,NZL,1990,99.52,"36,548,504,858","10,976","161,820",325,"5,865,600",64.68,,11.65,"8,972","45,495,129,385","13,663",6.1,"1,632,162","263,310",,17.79,"3,329,800",60.34,,1,Global North
New Zealand,NZL,1991,98.98,"33,048,045,318","9,456","161,190",380,"5,370,800",66.36,,8.93,"8,842","42,745,329,732","12,230",2.6,"1,713,797","263,310",,17.86,"3,495,100",60.07,,1,Global North
New Zealand,NZL,1992,97.55,"32,257,054,004","9,134","159,600",410,"5,784,400",67.03,,6.58,"8,637","41,649,829,860","11,793",1.01,"1,720,281","263,310",,17.91,"3,531,700",60.25,,1,Global North
New Zealand,NZL,1993,,"36,210,700,840","10,137","159,190",473,"6,290,800",67.9,,6.24,"8,909","46,775,620,817","13,094",1.29,"1,738,983","263,310",,17.94,"3,572,200",59.65,,1,Global North
New Zealand,NZL,1994,97.16,"43,318,723,264","11,966","151,160",556,"7,716,100",69.08,,6.38,"8,928","55,314,732,279","15,280",1.75,"1,785,783","263,310",,18.45,"3,620,000",59.57,,1,Global North
New Zealand,NZL,1995,98.51,"50,524,196,868","13,754","149,750",580,"7,676,600",71.67,,8.49,"9,107","63,918,703,507","17,400",3.75,"1,830,775","263,310",,17.7,"3,673,400",60.43,,1,Global North
New Zealand,NZL,1996,98.98,"54,560,224,422","14,620","149,040",745,"9,597,000",73.31,,8.49,"9,073","70,140,835,299","18,794",2.29,"1,884,292","263,310",,16.66,"3,732,000",61.04,,1,Global North
New Zealand,NZL,1997,99.76,"52,324,111,056","13,838","149,030",928,"9,435,400",74.18,,7.26,"9,091","66,075,143,415","17,474",1.19,"1,905,524","263,310",,16.32,"3,781,300",61.78,,1,Global North
New Zealand,NZL,1998,,"45,231,759,374","11,856","149,030",826,"8,654,900",75.12,,6.78,"9,125","56,227,169,851","14,738",1.27,"1,911,252","263,310",8.99,15.78,"3,815,000",63.27,,1,Global North
New Zealand,NZL,1999,,"46,628,630,464","12,158","149,030",856,"9,565,600",75.04,,4.56,"9,139","58,762,260,626","15,322",-0.11,"1,926,353","263,310",7.05,15.56,"3,835,100",62.7,,1,Global North
New Zealand,NZL,2000,,"41,493,257,468","10,756","154,130",817,"10,781,314",77,"1,053.89",6.36,"9,384","52,623,281,957","13,641",2.62,"1,944,777","263,310",7.81,15.5,"3,857,700",61.81,,1,Global North
New Zealand,NZL,2001,,"43,054,668,304","11,095","154,180",763,"11,467,023",79.02,"1,049.38",5.35,"9,417","53,872,425,917","13,883",2.63,"1,979,042","263,310",7.6,15.19,"3,880,500",62.12,28.56,1,Global North
New Zealand,NZL,2002,,"53,617,475,593","13,579","120,990",688,"11,285,424",81.14,"1,246.31",5.33,"9,527","66,627,729,311","16,874",2.68,"2,041,461","263,310",7.18,15.55,"3,948,500",63.21,28.21,1,Global North
New Zealand,NZL,2003,,"71,771,461,594","17,822","118,580",801,"12,259,437",82.56,"1,610.94",5.1,"9,407","88,250,885,550","21,914",1.75,"2,081,464","263,310",7,14.72,"4,027,200",63.9,29.25,1,Global North
New Zealand,NZL,2004,,"83,493,596,056","20,427","118,900",749,"11,305,401",84.45,"1,983.66",5.77,"9,666","103,905,000,000","25,420",2.29,"2,138,307","263,310",7.1,14.56,"4,087,500",63.89,29.26,1,Global North
New Zealand,NZL,2005,,"90,548,851,106","21,904","117,120",781,"11,951,935",87.01,"2,295.18",6.68,"9,674","114,720,000,000","27,751",3.04,"2,194,713","263,310",7.76,14.53,"4,133,900",64.31,30.31,1,Global North
New Zealand,NZL,2006,,"87,323,915,192","20,868","113,750",819,"12,382,205",89.94,"2,301.89",6.92,"9,700","111,539,000,000","26,655",3.37,"2,244,972","263,310",8.19,13.31,"4,184,600",64.33,31.99,1,Global North
New Zealand,NZL,2007,,"106,904,000,000","25,310","114,870",868,"12,545,766",92.08,"2,699.41",7.78,"9,641","137,189,000,000","32,480",2.38,"2,278,538","263,310",8.61,12.33,"4,223,800",63.4,30.11,1,Global North
New Zealand,NZL,2008,,"101,132,000,000","23,741","113,740",921,"12,950,904",95.72,"2,839.18",7.55,"9,556","133,131,000,000","31,253",3.96,"2,300,485","263,310",8.94,12.41,"4,259,800",64.33,31.53,1,Global North
New Zealand,NZL,2009,,"96,231,067,073","22,366","114,900",799,"12,104,116",97.75,"2,700.98",4.04,"9,404","121,374,000,000","28,209",2.12,"2,316,795","263,310",6.66,10.77,"4,302,600",65.54,29.69,1,Global North
New Zealand,NZL,2010,,"115,878,000,000","26,634","114,080",469,"13,295,185",100,"3,216.22",4.58,"9,602","146,518,000,000","33,677",2.3,"2,339,265","263,310",6.26,10.84,"4,350,700",64.4,26.15,1,Global North
New Zealand,NZL,2011,,"135,359,000,000","30,876","113,710",893,"13,747,024",104.03,"3,625.77",4.27,"9,458","168,291,000,000","38,388",4.03,"2,365,873","263,310",6.11,10.94,"4,384,000",64.35,25.67,1,Global North
New Zealand,NZL,2012,,"142,352,000,000","32,293","112,094",975,"13,937,354",105.13,"3,805.97",4.11,"9,361","176,207,000,000","39,973",1.06,"2,371,489","263,310",5.82,10.61,"4,408,100",65.1,26.91,1,Global North
New Zealand,NZL,2013,,"155,412,000,000","34,986","111,060",935,"14,434,056",106.32,"3,954.67",3.83,"9,090","190,907,000,000","42,977",1.13,"2,400,253","263,310",5.53,10.24,"4,442,100",64.43,26.72,1,Global North
New Zealand,NZL,2014,97.48,"163,926,000,000","36,295","111,160",999,"13,618,712",107.63,"4,143.79",4.01,"9,013","201,313,000,000","44,573",1.23,"2,478,687","263,310",5.8,11.07,"4,516,500",65.53,26.85,1,Global North
