Country,CountryCode,Year,PrimaryEnrol_3,NatIncome_5,IncomeCapita_7,AgriLand_9,AirFreight_14,AirPassengers_15,PriceIndex_24,HlthExCapita_33,DepIntRate_35,kWhCapita_45,GDP_65,GDPCapita_67,Inflation_83,Labor_89,LandArea_90,LenIntRate_91,MfgValGDP_96,Population_110,ServicesAdd_130,TaxGDP%_135,Developed,Global North/South
Russian Federation,RUS,1976,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"135,147,000",,,1,Global North
Russian Federation,RUS,1977,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"136,100,000",,,1,Global North
Russian Federation,RUS,1978,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"137,060,000",,,1,Global North
Russian Federation,RUS,1979,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"138,027,000",,,1,Global North
Russian Federation,RUS,1980,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"139,010,000",,,1,Global North
Russian Federation,RUS,1981,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"139,941,000",,,1,Global North
Russian Federation,RUS,1982,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"140,823,000",,,1,Global North
Russian Federation,RUS,1983,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"141,668,000",,,1,Global North
Russian Federation,RUS,1984,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"142,745,000",,,1,Global North
Russian Federation,RUS,1985,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"143,858,000",,,1,Global North
Russian Federation,RUS,1986,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"144,894,000",,,1,Global North
Russian Federation,RUS,1987,,,,"2,216,310",,,,,,,,,,,"16,389,950",,,"145,908,000",,,1,Global North
Russian Federation,RUS,1988,,,,"2,216,310",,,,,,,"554,713,000,000","3,777",,,"16,389,950",,,"146,857,000",,,1,Global North
Russian Federation,RUS,1989,,,,"2,216,310",,,,,,,"506,500,000,000","3,429",,,"16,389,950",,,"147,721,000",30.59,,1,Global North
Russian Federation,RUS,1990,,,,"2,216,310",,,,,,"6,688","516,814,000,000","3,493",,"74,840,658","16,389,950",,,"147,969,407",32.61,,1,Global North
Russian Federation,RUS,1991,,,,"2,216,310",,"128,760,600",,,,"6,551","517,963,000,000","3,490",,"75,175,592","16,389,950",,,"148,394,216",36.71,,1,Global North
Russian Federation,RUS,1992,,"264,211,000,000","1,779","2,216,310",,"62,173,900",0.05,,,"6,114","460,291,000,000","3,099",,"75,761,461","16,389,950",,,"148,538,197",48.73,,1,Global North
Russian Federation,RUS,1993,,"232,627,000,000","1,567","2,187,950",849,"36,124,000",0.52,,,"5,726","435,084,000,000","2,931",874.25,"73,935,343","16,386,180",,,"148,458,777",42.85,,1,Global North
Russian Federation,RUS,1994,96.84,"198,169,000,000","1,335","2,177,110",815,"28,933,100",2.13,,,"5,188","395,077,000,000","2,662",307.72,"71,995,898","16,381,330",,,"148,407,912",44.83,,1,Global North
Russian Federation,RUS,1995,93.3,"192,329,000,000","1,296","2,164,000",890,"26,524,800",6.33,,,"5,102","395,537,000,000","2,666",197.41,"71,660,096","16,378,380",,,"148,375,787",52.23,,1,Global North
Russian Federation,RUS,1996,,"232,687,000,000","1,571","2,161,110",854,"22,117,100",9.36,,,"5,016","391,725,000,000","2,644",47.75,"70,897,545","16,377,960",,,"148,160,129",49.42,,1,Global North
Russian Federation,RUS,1997,,"254,940,000,000","1,724","2,179,890",788,"20,419,000",10.74,,16.77,"4,936","404,929,000,000","2,738",14.76,"69,592,688","16,378,650",32.04,,"147,915,361",50.6,,1,Global North
Russian Federation,RUS,1998,,"173,256,000,000","1,173","2,172,870",737,"15,223,700",13.71,,17.05,"4,848","270,955,000,000","1,835",27.69,"68,860,327","16,381,300",41.79,,"147,670,784",51.82,,1,Global North
Russian Federation,RUS,1999,,"140,463,000,000",954,"2,167,900",872,"18,600,400",25.46,,13.68,"4,999","195,907,000,000","1,331",85.75,"72,934,202","16,388,510",39.72,,"147,214,776",49.89,11.24,1,Global North
Russian Federation,RUS,2000,,"187,286,000,000","1,278","2,171,620","1,041","17,687,894",30.76,95.41,6.51,"5,198","259,710,000,000","1,772",20.8,"73,312,709","16,381,340",24.43,,"146,596,869",49.72,13.73,1,Global North
Russian Federation,RUS,2001,,"227,815,000,000","1,561","2,168,610",898,"20,301,199",37.37,118.11,4.85,"5,274","306,602,000,000","2,100",21.48,"72,007,910","16,380,440",17.91,,"145,976,482",51.47,15.78,1,Global North
Russian Federation,RUS,2002,,"258,941,000,000","1,782","2,166,510","1,039","20,892,156",43.27,140.76,4.95,"5,304","345,470,000,000","2,378",15.79,"72,965,301","16,380,940",15.7,15.19,"145,306,497",53.84,13.63,1,Global North
Russian Federation,RUS,2003,,"319,853,000,000","2,211","2,162,770","1,113","22,723,072",49.18,164.65,4.48,"5,478","430,348,000,000","2,975",13.66,"72,845,412","16,380,980",12.98,14.37,"144,648,618",53.82,13.31,1,Global North
Russian Federation,RUS,2004,,"452,590,000,000","3,142","2,159,800","1,416","25,948,923",54.53,209.2,3.79,"5,634","591,017,000,000","4,102",10.89,"73,570,472","16,381,230",11.44,15.22,"144,067,316",50.66,13.23,1,Global North
Russian Federation,RUS,2005,,"583,665,000,000","4,067","2,156,800","1,541","26,522,315",61.45,271.88,3.99,"5,770","764,017,000,000","5,323",12.69,"74,140,578","16,381,390",10.68,15.68,"143,518,814",48.81,16.62,1,Global North
Russian Federation,RUS,2006,92.77,"763,638,000,000","5,338","2,154,880","1,926","28,836,949",67.39,352.55,4.08,"6,099","989,931,000,000","6,920",9.67,"74,432,744","16,377,740",10.43,15.29,"143,049,637",49.72,16.57,1,Global North
Russian Federation,RUS,2007,93.54,"1,034,010,000,000","7,241","2,154,630","1,224","33,187,839",73.46,461.51,5.14,"6,286","1,299,710,000,000","9,101",9.01,"75,462,934","16,377,740",10.03,15.11,"142,805,114",50.67,16.55,1,Global North
Russian Federation,RUS,2008,94.85,"1,297,850,000,000","9,092","2,154,940","2,400","37,940,321",83.83,609.16,5.76,"6,400","1,660,850,000,000","11,635",14.11,"76,004,239","16,376,870",12.23,14.93,"142,742,366",50.7,15.82,1,Global North
Russian Federation,RUS,2009,96.37,"952,753,000,000","6,673","2,154,940","2,306","34,402,844",93.59,515.85,8.58,"6,095","1,222,640,000,000","8,563",11.65,"76,014,195","16,376,870",15.31,12.9,"142,785,349",53.77,12.96,1,Global North
Russian Federation,RUS,2010,,"1,206,860,000,000","8,449","2,154,940","3,532","43,855,539",100,566.09,6.01,"6,410","1,524,920,000,000","10,675",6.85,"75,880,787","16,376,870",10.82,12.82,"142,849,468",53.12,13.05,1,Global North
Russian Federation,RUS,2011,97.27,"1,613,930,000,000","11,289","2,154,940","3,900","50,555,805",108.44,682.66,4.44,"6,486","2,045,930,000,000","14,311",8.44,"76,029,232","16,376,870",8.46,11.47,"142,960,908",53.8,13.95,1,Global North
Russian Federation,RUS,2012,97.34,"1,736,740,000,000","12,128","2,154,940","4,132","58,727,125",113.94,757.04,5.53,"6,617","2,208,300,000,000","15,421",5.07,"75,820,112","16,376,870",9.1,11.42,"143,201,721",54.51,13.75,1,Global North
Russian Federation,RUS,2013,97.53,"1,793,850,000,000","12,500","2,154,940","4,249","64,072,322",121.64,807.08,5.59,"6,539","2,292,470,000,000","15,975",6.75,"75,450,406","16,376,870",9.47,11.06,"143,506,995",56.12,12.93,1,Global North
Russian Federation,RUS,2014,95.36,"1,606,360,000,000","10,996","2,154,940","4,414","72,189,961",131.16,737.65,6.04,"6,603","2,059,240,000,000","14,096",7.82,"75,248,204","16,376,870",11.14,11.34,"143,819,667",55.68,13.26,1,Global North
Russian Federation,RUS,2015,96.63,"1,086,800,000,000","7,423","2,154,940","4,761","76,846,126",151.53,498.06,9.2,,"1,363,480,000,000","9,313",15.53,"75,016,902","16,376,870",15.72,12.38,"144,096,870",56.14,10.64,1,Global North
Russian Federation,RUS,2016,97.34,"1,010,780,000,000","6,891","2,154,940","5,863","77,458,318",162.2,464.9,6.97,,"1,276,790,000,000","8,705",7.04,"74,937,521","16,376,870",12.6,11.7,"144,342,397",57.01,9.18,1,Global North
Russian Federation,RUS,2017,97.84,"1,233,100,000,000","8,397","2,154,940","6,845","89,373,638",168.18,579.67,5.86,,"1,574,200,000,000","10,720",3.68,"74,694,581","16,376,870",10.56,12.31,"144,496,739",56.03,10.29,1,Global North
Russian Federation,RUS,2018,,"1,277,140,000,000","8,698","2,154,940","6,811","99,327,311",173.02,609.01,5.36,,"1,657,330,000,000","11,287",2.88,"74,549,433","16,376,870",8.87,12.82,"144,477,859",53.43,11.47,1,Global North
Russian Federation,RUS,2019,,"1,280,760,000,000","8,727","2,154,940","6,481","108,857,906",180.75,653.42,5.4,,"1,693,110,000,000","11,536",4.47,"73,525,633","16,376,870",8.75,12.97,"144,406,261",54.17,10.94,1,Global North
Russian Federation,RUS,2020,,"1,189,070,000,000","8,119","2,154,940","4,315","62,447,448",186.86,,3.77,,"1,488,320,000,000","10,162",3.38,"72,793,812","16,376,870",6.78,13.43,"144,073,139",56.13,10.83,1,Global North
Russian Federation,RUS,2021,,,,,,,199.37,,3.49,,"1,775,800,000,000","12,173",6.69,"71,766,617",,6.73,14.47,"143,446,060",53,,1,Global North
Saudi Arabia,SAU,1972,,"5,713,514,798",894,"865,170",15,"762,000",24.5,,,358,"9,664,067,930","1,512",4.33,,"2,149,690",,5.97,"6,392,973",28.92,,1,Global South
Saudi Arabia,SAU,1973,,"7,808,818,823","1,163","865,700",27,"968,300",28.55,,,415,"14,947,491,056","2,227",16.51,,"2,149,690",,5.27,"6,711,922",27.33,,1,Global South
Saudi Arabia,SAU,1974,,"25,979,405,638","3,683","866,400",36,"1,282,500",34.66,,,502,"45,412,971,910","6,437",21.44,,"2,149,690",,4.88,"7,054,532",15.92,,1,Global South
Saudi Arabia,SAU,1975,,"33,613,284,877","4,530","866,840",50,"1,835,700",46.65,,,534,"46,773,303,721","6,304",34.58,,"2,149,690",,5.05,"7,419,486",27.28,,1,Global South
Saudi Arabia,SAU,1976,,"47,889,278,073","6,137","867,500",83,"3,268,000",61.37,,,727,"64,005,623,870","8,203",31.56,,"2,149,690",,4.63,"7,802,928",28.72,,1,Global South
Saudi Arabia,SAU,1977,,"53,240,540,180","6,487","868,040",106,"4,705,100",68.37,,,838,"74,188,363,505","9,039",11.4,,"2,149,690",,4.29,"8,207,695",31.92,,1,Global South
Saudi Arabia,SAU,1978,,"59,429,067,226","6,873","868,560",137,"6,268,100",67.29,,,"1,113","80,265,732,292","9,283",-1.58,,"2,149,690",,4.56,"8,646,845",38.61,,1,Global South
Saudi Arabia,SAU,1979,43.68,"57,095,598,812","6,248","869,090",155,"7,689,200",68.01,,,"1,613","111,860,000,000","12,241",1.08,,"2,149,690",,5.07,"9,137,928",34.4,,1,Global South
Saudi Arabia,SAU,1980,,"95,263,943,612","9,830","869,620",166,"9,241,200",70.85,,,"1,971","164,542,000,000","16,978",4.17,,"2,149,690",,4.09,"9,691,471",27.95,,1,Global South
Saudi Arabia,SAU,1981,,"121,601,000,000","11,792","870,130",243,"9,146,900",72.83,,,"2,248","184,292,000,000","17,872",2.8,,"2,149,690",,4.84,"10,311,771",28.68,,1,Global South
Saudi Arabia,SAU,1982,,"122,986,000,000","11,192","870,680",353,"10,151,800",73.58,,,"2,655","153,239,000,000","13,945",1.02,,"2,149,690",,4.92,"10,988,851",39.12,,1,Global South
Saudi Arabia,SAU,1983,,"108,547,000,000","9,277","872,700",425,"10,670,300",73.72,,,"2,734","129,172,000,000","11,039",0.19,,"2,149,690",,6.31,"11,701,132",48.97,,1,Global South
Saudi Arabia,SAU,1984,,"98,492,290,572","7,931","924,230",459,"11,365,800",72.57,,,"3,052","119,625,000,000","9,633",-1.56,,"2,149,690",,7.75,"12,418,836",51.71,,1,Global South
Saudi Arabia,SAU,1985,,"91,169,111,246","6,949","976,250",455,"10,795,100",70.35,,,"3,070","103,898,000,000","7,920",-3.06,,"2,149,690",,7.98,"13,118,998",55.52,,1,Global South
Saudi Arabia,SAU,1986,,"77,432,511,332","5,613","1,027,800",437,"9,929,400",68.09,,,"3,400","86,962,013,011","6,304",-3.2,,"2,149,690",,7.79,"13,794,167",58.51,,1,Global South
Saudi Arabia,SAU,1987,,"74,796,808,821","5,178","1,079,800",453,"10,258,400",67.04,,,"3,656","85,695,941,760","5,932",-1.55,,"2,149,690",,9.11,"14,445,663",55.57,,1,Global South
Saudi Arabia,SAU,1988,,"77,503,641,648","5,143","1,131,300",490,"9,879,600",67.65,,,"3,757","88,256,162,069","5,856",0.91,,"2,149,690",,9.13,"15,070,082",55.12,,1,Global South
Saudi Arabia,SAU,1989,,"81,099,647,309","5,177","1,182,900",605,"9,988,000",68.35,,,"3,859","95,344,352,822","6,086",1.03,,"2,149,690",,8.78,"15,666,289",51.74,,1,Global South
Saudi Arabia,SAU,1990,,"92,593,282,205","5,704","1,234,810",610,"10,311,500",69.77,,,"4,018","117,630,000,000","7,246",2.08,"5,127,874","2,149,690",,8.54,"16,233,786",45.49,,1,Global South
Saudi Arabia,SAU,1991,,"104,495,000,000","6,230","1,236,720",487,"9,409,100",73.16,,,"4,122","132,223,000,000","7,883",4.86,"5,205,249","2,149,690",,8.51,"16,772,695",46.16,,1,Global South
Saudi Arabia,SAU,1992,,"111,315,000,000","6,441","1,237,460",679,"11,154,800",73.1,,,"4,397","137,088,000,000","7,932",-0.08,"5,343,457","2,149,690",,8.97,"17,282,686",42.81,,1,Global South
Saudi Arabia,SAU,1993,,"108,242,000,000","6,094","1,307,850",718,"11,864,300",73.87,,,"4,745","132,968,000,000","7,486",1.06,"5,426,308","2,149,690",,9.05,"17,763,297",46.05,,1,Global South
Saudi Arabia,SAU,1994,,"107,849,000,000","5,921","1,377,850",810,"12,142,300",74.29,,,"4,835","135,175,000,000","7,421",0.56,"5,513,628","2,149,690",,9.35,"18,214,475",46.42,,1,Global South
Saudi Arabia,SAU,1995,,"115,579,000,000","6,201","1,447,850",895,"11,524,200",77.91,,,"4,930","143,343,000,000","7,691",4.87,"5,607,730","2,149,690",,9.57,"18,638,790",45.51,,1,Global South
Saudi Arabia,SAU,1996,,"123,985,000,000","6,514","1,517,850",863,"11,706,300",78.86,,,"4,968","158,662,000,000","8,336",1.22,"5,740,696","2,149,690",,9.76,"19,033,843",42.69,,1,Global South
Saudi Arabia,SAU,1997,,"132,176,000,000","6,811","1,587,850",926,"11,738,200",78.9,,,"5,128","165,964,000,000","8,552",0.06,"5,865,196","2,149,690",,10.03,"19,407,138",44.09,,1,Global South
Saudi Arabia,SAU,1998,,"119,751,000,000","6,053","1,667,850",934,"11,816,200",78.61,,,"5,471","146,775,000,000","7,419",-0.37,"5,977,112","2,149,690",,10.55,"19,783,301",50.17,,1,Global South
Saudi Arabia,SAU,1999,,"133,808,000,000","6,626","1,737,850","1,000","12,328,500",77.56,,,"5,613","161,717,000,000","8,008",-1.33,"6,080,278","2,149,690",,10.36,"20,194,531",47.14,,1,Global South
Saudi Arabia,SAU,2000,,"149,212,000,000","7,221","1,737,850","1,000","12,566,492",76.69,386.26,,"5,665","189,515,000,000","9,171",-1.12,"6,280,708","2,149,690",,9.61,"20,663,840",41.43,,1,Global South
Saudi Arabia,SAU,2001,,"149,203,000,000","7,037","1,737,910",800,"12,835,735",75.83,387.49,,"5,947","184,137,000,000","8,685",-1.12,"6,449,536","2,149,690",,10.02,"21,202,646",44.3,,1,Global South
Saudi Arabia,SAU,2002,,"157,196,000,000","7,209","1,737,930",862,"13,564,300",76.02,369.5,,"6,049","189,606,000,000","8,695",0.25,"6,623,326","2,149,690",,10.26,"21,805,322",44.21,,1,Global South
Saudi Arabia,SAU,2003,,"172,092,000,000","7,663","1,737,980",852,"13,821,729",76.48,382.39,,"6,501","215,808,000,000","9,610",0.61,"7,019,839","2,149,690",,10.66,"22,456,645",41.76,,1,Global South
Saudi Arabia,SAU,2004,,"200,646,000,000","8,674","1,737,090",957,"14,942,633",76.88,400.88,,"6,352","258,742,000,000","11,185",0.52,"7,436,531","2,149,690",,10.33,"23,132,686",39.66,,1,Global South
Saudi Arabia,SAU,2005,,"247,884,000,000","10,408","1,737,170","1,021","15,933,045",77.25,471.12,,"6,615","328,460,000,000","13,791",0.48,"7,868,842","2,149,690",,9.54,"23,816,175",35.2,,1,Global South
Saudi Arabia,SAU,2006,,"288,662,000,000","11,783","1,736,740","1,066","16,830,838",78.95,556.07,,"6,843","376,900,000,000","15,385",2.21,"8,323,534","2,149,690",,9.6,"24,498,313",34.64,,1,Global South
Saudi Arabia,SAU,2007,,"326,454,000,000","12,962","1,736,750","1,230","17,141,188",82.24,587.98,,"6,943","415,965,000,000","16,517",4.17,"8,648,499","2,149,690",,9.94,"25,184,589",34.61,,1,Global South
Saudi Arabia,SAU,2008,,"396,021,000,000","15,297","1,735,720","1,383","16,708,204",90.36,596.53,,"7,203","519,797,000,000","20,078",9.87,"8,956,886","2,149,690",,8.98,"25,888,535",31.13,,1,Global South
Saudi Arabia,SAU,2009,,"356,286,000,000","13,379","1,734,350","1,838","17,508,200",94.93,691.32,,"7,477","429,098,000,000","16,113",5.06,"9,245,984","2,149,690",,10.85,"26,630,303",42.52,,1,Global South
Saudi Arabia,SAU,2010,97.14,"429,824,000,000","15,675","1,734,060","1,325","20,323,592",100,702.67,,"7,975","528,207,000,000","19,263",5.34,"9,933,486","2,149,690",,11.01,"27,421,468",39.22,2.53,1,Global South
Saudi Arabia,SAU,2011,97.13,"519,357,000,000","18,373","1,733,880","1,501","23,135,735",105.83,881.4,,"8,015","671,239,000,000","23,746",5.83,"10,714,791","2,149,690",,10.01,"28,267,591",34.26,2.33,1,Global South
Saudi Arabia,SAU,2012,99.85,"569,830,000,000","19,545","1,733,450","1,815","26,537,661",108.86,"1,014.70",,"8,503","735,975,000,000","25,244",2.87,"11,385,839","2,149,690",,9.79,"29,154,906",35.2,2.54,1,Global South
Saudi Arabia,SAU,2013,97.83,"581,337,000,000","19,344","1,732,950","1,694","28,252,104",112.7,"1,109.51",,"8,785","746,647,000,000","24,845",3.53,"11,833,357","2,149,690",,9.93,"30,052,058",37.98,2.73,1,Global South
Saudi Arabia,SAU,2014,,"600,969,000,000","19,438","1,735,753","1,600","32,269,452",115.23,"1,278.98",,"9,401","756,350,000,000","24,464",2.24,"12,299,023","2,149,690",,10.8,"30,916,603",40.53,2.77,1,Global South
Saudi Arabia,SAU,2015,97.38,"535,912,000,000","16,896","1,736,370",827,"33,431,736",116.62,"1,237.33",,,"654,270,000,000","20,628",1.21,"12,709,431","2,149,690",,12.68,"31,717,676",51.95,3.33,1,Global South
Saudi Arabia,SAU,2016,97.55,"542,591,000,000","16,724","1,736,270",834,"35,092,840",119.03,"1,160.05",,,"644,936,000,000","19,879",2.07,"13,277,215","2,149,690",,12.91,"32,443,443",54.02,3.39,1,Global South
Saudi Arabia,SAU,2017,95.78,"567,684,000,000","17,150","1,735,961",868,"37,503,000",118.03,"1,302.77",,,"688,586,000,000","20,802",-0.84,"13,587,282","2,149,690",,12.89,"33,101,183",51.6,3.38,1,Global South
Saudi Arabia,SAU,2018,95.11,"636,725,000,000","18,892","1,735,959","1,085","39,767,648",120.93,"1,341.52",,,"816,579,000,000","24,229",2.46,"14,111,704","2,149,690",,12.14,"33,702,757",45.72,8.6,1,Global South
Saudi Arabia,SAU,2019,,"655,033,000,000","19,115","1,735,959","2,043","46,181,487",118.4,"1,316.26",,,"803,616,000,000","23,451",-2.09,"15,145,863","2,149,690",,12.06,"34,268,529",48.49,7.3,1,Global South
Saudi Arabia,SAU,2020,,"606,739,000,000","17,428","1,735,959",649,"26,987,702",122.48,,,,"703,368,000,000","20,204",3.45,"15,991,854","2,149,690",,12.12,"34,813,867",53.9,8.6,1,Global South
Saudi Arabia,SAU,2021,,,,,,,126.23,,,,"833,541,000,000","23,586",3.06,"16,137,676",,,13.06,"35,340,680",46.69,,1,Global South
Singapore,SGP,1972,,"2,512,770,144","1,167",110,26,"976,100",31.91,,,"1,371","2,721,440,981","1,264",2.08,,670,,20.17,"2,152,400",62.16,14.55,1,Global North
Singapore,SGP,1973,,"3,323,804,487","1,516",110,68,"1,248,900",38.18,,,"1,599","3,696,213,333","1,685",19.64,,670,,21.3,"2,193,000",62.64,14.79,1,Global North
Singapore,SGP,1974,,"4,599,794,407","2,063",90,110,"1,508,500",46.72,,,"1,634","5,221,534,956","2,342",22.37,,670,,22,"2,229,800",63.12,15.06,1,Global North
Singapore,SGP,1975,,"5,118,699,073","2,262",80,147,"1,814,700",47.9,,,"1,728","5,633,673,930","2,490",2.54,,670,,21.44,"2,262,600",63.08,16.57,1,Global North
Singapore,SGP,1976,,"5,575,676,643","2,431",80,182,"2,132,100",47.02,,,"1,885","6,327,077,974","2,759",-1.84,,670,,22.08,"2,293,300",62.41,16,1,Global North
Singapore,SGP,1977,,"5,744,525,557","2,470",80,248,"2,497,300",48.51,,4.06,"2,074","6,618,585,074","2,846",3.16,,670,,22.6,"2,325,300",62.55,16.72,1,Global North
Singapore,SGP,1978,,"6,566,862,707","2,790",80,408,"2,893,200",50.87,,4.75,"2,368","7,517,176,355","3,194",4.87,,670,7.17,23.34,"2,353,600",63.16,15.93,1,Global North
Singapore,SGP,1979,,"8,113,683,174","3,404",80,560,"3,377,500",52.95,,6.2,"2,529","9,296,921,724","3,901",4.08,,670,8.5,25.25,"2,383,500",61.5,16.04,1,Global North
Singapore,SGP,1980,,"9,699,630,276","4,018",80,544,"3,826,900",57.46,,9.37,"2,718","11,896,256,783","4,928",8.53,,670,11.72,26.53,"2,413,945",59.9,16.99,1,Global North
Singapore,SGP,1981,,"11,387,419,632","4,496",70,645,"4,405,400",62.16,,10.71,"2,779","14,175,228,844","5,597",8.18,,670,13.65,25.76,"2,532,835",60.51,17.88,1,Global North
Singapore,SGP,1982,,"12,945,404,800","4,892",60,737,"4,591,500",64.6,,7.21,"2,814","16,084,252,378","6,078",3.92,,670,10.23,22.29,"2,646,466",61.82,18.92,1,Global North
Singapore,SGP,1983,,"14,748,030,833","5,501",60,846,"4,531,600",65.37,,6.31,"3,046","17,784,112,150","6,633",1.2,,670,9.05,21.46,"2,681,061",60.69,18.76,1,Global North
Singapore,SGP,1984,,"16,857,265,164","6,170",60,961,"4,791,800",67.07,,6.98,"3,256","19,749,361,098","7,228",2.6,,670,9.72,21.4,"2,732,221",60.03,17.66,1,Global North
Singapore,SGP,1985,,"16,377,402,107","5,986",50,981,"4,912,300",67.39,,4.99,"3,444","19,156,532,746","7,002",0.48,,670,8.06,20.12,"2,735,957",63.14,15.66,1,Global North
Singapore,SGP,1986,,"15,496,711,205","5,669",40,"1,112","4,990,300",66.46,,3.91,"3,694","18,586,746,057","6,800",-1.39,,670,6.82,22.61,"2,733,373",62.62,12.74,1,Global North
Singapore,SGP,1987,,"16,861,607,240","6,077",30,"1,257","5,248,400",66.81,,2.89,"4,089","20,919,215,578","7,539",0.52,,670,6.1,24.09,"2,774,789",62.86,13.08,1,Global North
Singapore,SGP,1988,,"21,082,764,339","7,408",30,"1,398","6,046,900",67.82,,2.74,"4,399","25,371,462,488","8,914",1.52,,670,5.96,26.08,"2,846,108",61.54,14.07,1,Global North
Singapore,SGP,1989,,"25,770,193,271","8,793",20,"1,640","6,659,900",69.41,,3.21,"4,639","30,465,364,739","10,395",2.35,,670,6.21,25.3,"2,930,901",62.33,15.69,1,Global North
Singapore,SGP,1990,,"30,640,499,527","10,056",20,"1,653","7,046,400",71.82,,4.67,"4,983","36,144,336,769","11,862",3.46,"1,534,820",670,7.36,24.4,"3,047,132",64.18,14.55,1,Global North
Singapore,SGP,1991,,"38,320,218,651","12,223",12,"1,741","7,745,500",74.28,,4.63,"5,105","45,466,164,978","14,502",3.43,"1,590,756",670,7.58,25.46,"3,135,083",62.82,15.18,1,Global North
Singapore,SGP,1992,,"44,641,219,313","13,818",12,"2,180","8,477,300",75.96,,2.87,"5,237","52,130,263,966","16,136",2.26,"1,647,120",670,5.95,24.35,"3,230,698",62.46,16.1,1,Global North
Singapore,SGP,1993,,"50,592,955,215","15,269",12,"2,813","9,271,200",77.7,,2.3,"5,500","60,603,478,153","18,290",2.29,"1,691,068",670,5.39,24.47,"3,313,471",62.01,16.29,1,Global North
Singapore,SGP,1994,,"63,980,671,933","18,713",12,"3,245","9,929,400",80.11,,3,"5,843","73,690,847,191","21,553",3.1,"1,755,239",670,5.88,23.62,"3,419,048",61.83,16.61,1,Global North
Singapore,SGP,1995,,"77,362,193,167","21,950",12,"3,687","10,779,300",81.48,,3.5,"6,069","87,810,991,957","24,914",1.72,"1,827,451",670,6.37,23.99,"3,524,506",61.62,15.77,1,Global North
Singapore,SGP,1996,,"83,496,713,189","22,747",12,"4,115","11,840,700",82.61,,3.41,"6,313","96,295,886,525","26,234",1.38,"1,911,447",670,6.26,23.17,"3,670,704",62.08,15.9,1,Global North
Singapore,SGP,1997,,"89,683,221,251","23,625",12,"4,741","12,980,700",84.27,,3.47,"6,829","100,124,000,000","26,376",2,"1,988,141",670,6.32,22.15,"3,796,038",62.63,15.31,1,Global North
Singapore,SGP,1998,,"74,651,587,327","19,009",12,"4,724","13,331,100",84.04,,4.6,"6,966","85,728,310,229","21,829",-0.27,"2,080,824",670,7.44,22.69,"3,927,213",62.72,14.03,1,Global North
Singapore,SGP,1999,,"74,226,552,117","18,750",12,"5,451","15,282,600",84.05,,1.68,"7,188","86,284,660,767","21,796",0.02,"2,106,359",670,5.8,22.85,"3,958,723",63.07,14.53,1,Global North
Singapore,SGP,2000,,"81,780,234,435","20,304",12,"6,005","16,704,341",85.2,797.29,1.71,"7,575","96,074,477,958","23,852",1.36,"2,160,676",670,5.83,25.86,"4,027,887",60.66,14.86,1,Global North
Singapore,SGP,2001,,"75,023,166,221","18,130",12,"5,774","16,373,648",86.05,696.62,1.52,"7,516","89,794,943,350","21,700",1,"2,229,754",670,5.65,23.39,"4,138,012",63.59,14.59,1,Global North
Singapore,SGP,2002,,"75,579,121,697","18,099",12,"6,772","17,256,872",85.71,757.2,0.87,"7,756","92,537,752,709","22,160",-0.39,"2,228,266",675,5.35,24.74,"4,175,950",63.98,12.69,1,Global North
Singapore,SGP,2003,,"78,574,054,840","19,095",8,"6,653","14,172,367",86.15,852.97,0.5,"8,114","97,645,448,284","23,730",0.51,"2,202,865",687,5.31,24.77,"4,114,826",64.35,12.45,1,Global North
Singapore,SGP,2004,,"89,292,659,729","21,430",8,"7,193","16,995,621",87.58,867.51,0.4,"8,314","115,035,000,000","27,609",1.66,"2,238,476",689,5.3,27.12,"4,166,664",63.07,11.6,1,Global North
Singapore,SGP,2005,,"101,017,000,000","23,681",8,"7,571","17,744,017",87.95,908.95,0.44,"8,678","127,808,000,000","29,961",0.43,"2,326,458",689,5.3,27.08,"4,265,762",64.07,11.58,1,Global North
Singapore,SGP,2006,,"123,536,000,000","28,068",8,"7,981","19,565,884",88.8,990.8,0.57,"8,720","148,630,000,000","33,769",0.96,"2,437,643",694,5.31,26.58,"4,401,365",64.88,11.83,1,Global North
Singapore,SGP,2007,,"151,441,000,000","33,004",8,"7,956","20,671,341",90.67,"1,121.34",0.53,"8,707","180,942,000,000","39,433",2.1,"2,582,913",695,5.33,23.82,"4,588,599",66.04,12.82,1,Global North
Singapore,SGP,2008,,"157,109,000,000","32,465",7,"7,310","21,050,204",96.68,"1,295.25",0.42,"8,401","193,612,000,000","40,007",6.63,"2,790,730",700,5.38,20.59,"4,839,396",68.35,13.75,1,Global North
Singapore,SGP,2009,,"153,551,000,000","30,787",7,"7,391","18,427,473",97.25,"1,328.52",0.29,"8,114","194,152,000,000","38,927",0.6,"2,903,227",700,5.38,20.27,"4,987,573",68.01,12.95,1,Global North
